comment,amount,link
,0.07,https://etherscan.io/tx/0x2cae6e3c772cddb1ea93f956400c4091de424588a101fb8cef0b446ad0fca4e4
,1,https://etherscan.io/tx/0x0ba7201f9f5fdf5b8d34d45b871560db8dad6cd8dd2caff24e7a588394404a07
,0.05,https://etherscan.io/tx/0x08312bdd57e1e568281d4be1eda58a2209de4df5871c46bcdfacd55c3162ef56
,0.05,https://etherscan.io/tx/0x06957dd588f553742048c89891b93e34cca63ade28705a3318a2fce7042a0db1
,0.9,https://etherscan.io/tx/0x9f033779ba39f6a4b5fa687f6dd72f59888c1fdbdb8c36973ef58f4f6f6e9599
,0.2,https://etherscan.io/tx/0x603334431e7e1448babb287a7ef33664c701ae68777fe50f110fed7cc1bdfd3b
,0.0069,https://etherscan.io/tx/0xe0e6844ec02de8e6328a8a3375b526bbebcba5b4bc12a8e33814bb337d748831
,0.5,https://etherscan.io/tx/0xdcc926b7e5e04dd39edd81c3cfb23b67d7a36dd3a653b1e1c1c552a069e0e223
,0.033,https://etherscan.io/tx/0xc1f80c0efc6cfd7428ddcfafe6b52ae4e273f5b291c7a5938809155f7830f1d3
,0.5,https://etherscan.io/tx/0xa02afe6d6dd76d9fc09abc4ed834994deef634a92ac1df4733c39174c217fc8e
,0.01,https://etherscan.io/tx/0x81233c9e411b83dcf8a5a93c8aa73179cced7e31fa89609c47df1eb8d63b9d8e
,0.1,https://etherscan.io/tx/0x6abacc3008335406c0e958871b5c3a290bc545501539ac1d3268d1d4e480256b
,100,https://etherscan.io/tx/0x1912c197db08e6232f701cd43a124844d99ffb69e292eb9fc9b162e81159f6e6
,0.01,https://etherscan.io/tx/0x163c3bd472b42c01d336c7d5333ccb88c9d657712732734ad9c79b00ccb3da53
,0.3,https://etherscan.io/tx/0x0961fe7c416af5ec4da1dca285893345d2c07783840b6c1040a30ec3c8a360e4
,0.1,https://etherscan.io/tx/0xc8fd2e382c083cc857ec10221922722f21963be4c92eb4950415e6741ec0932c
,0.0081,https://etherscan.io/tx/0x926d667c4cd2fc3bdb04011027a6ebbe8a958769c2169d9f4a02cc9370dd4b13
,0.2,https://etherscan.io/tx/0xe20132b407215ab9ce9f0bc38e24dc9dfabc844d102cbeb50899b0075487b15f
,1,https://etherscan.io/tx/0xd465529921ed8d82d3c8f381dcb67750d50c398bf56b68f44b9d55a86288de4e
,0.2,https://etherscan.io/tx/0x90c1c3e4912fccdd4eff03df2c8d04bfd793fad200d7989c147fcf14a17a30df
,0.3,https://etherscan.io/tx/0x3c2ed8d2c8b4c171711d1225d29ec18db152161c9a4b41a2c3749ee8c340cc2e
,0.33,https://etherscan.io/tx/0x24f66c6e18db03b7246f407be9be6010ea3e9960622c65b97a1750751232712c
,0.0222,https://etherscan.io/tx/0x05c13378b28a41a8c3024547f02e7f355a139ce0af881bd9f7a12500d37d0760
,0.45,https://etherscan.io/tx/0xb42e7a579473756790bf51c11f9826b54decf664f9f8e9496adf93ad76998dd8
,0.33,https://etherscan.io/tx/0xaaff98d5f11a65c4b537882acd2b3dc881b4345d222077a93353aeae2d119308
,0.2,https://etherscan.io/tx/0xaeb97d7a064ef4da72a883d2a0013ee214e237e0332979748caa8196b6c4c8a9
,0.005,https://etherscan.io/tx/0x9f21a5ba4986f262b189c6a1b020a22f8d7f80db7db9b83ee0d51dc35e2b867c
,1,https://etherscan.io/tx/0x96af3716e8563cf8d5a8b100558605a7e00a7ceaf4f3a05395fd05ed73ac7ccf
,0.01,https://etherscan.io/tx/0x7386c887aaf95f9098a393b9b1bfd6f37b19bc8a1f39ac98d9adc978365ce856
,0.5,https://etherscan.io/tx/0x62c72f308cda32f1584dc81980b94c55e85dc7df17e114d66c960537f7fb2b0f
,0.2,https://etherscan.io/tx/0x38dbddc0458da6bb6a3bfd375022e372ae59504dfb113ac4bad8e236e473c074
,1,https://etherscan.io/tx/0x20ba75723e8efe3f65a94581a9e7c544cdafd95bc1a9450d4c0efd270f3c51de
,1.1,https://etherscan.io/tx/0x84ab50faf9cfe1c4771b7d033247de9ea4f5c2125900262b3077157ecd12b704
,0.11,https://etherscan.io/tx/0x38a82ad4362aed24604c614b5cb0fc5ddd18fa9ab76daa5ac9fa7063ce067c5e
,0.0883,https://etherscan.io/tx/0xeb1baa47d07d089437ee75f9da1bc6df1f18a906c1f961d86338ecfce8f46119
,0.1,https://etherscan.io/tx/0xe24593389fd8f7c5078bba31ba58fa9a438c9dc28971b7185f84d25c89204dbb
,0.05,https://etherscan.io/tx/0xb4b42efb5b545705f9e89746797367e679c174a820432f188c752381e3bb2e6a
,0.936,https://etherscan.io/tx/0xb074a3d8acc8d3400f73e28fc2ddb5ad8faff64b305774f3ee8989871eb707ec
,0.1,https://etherscan.io/tx/0xaf573aeaefb4f44fcf0c4aae750128fc6073e00af50a853acae7b29f9eae0853
,0.1,https://etherscan.io/tx/0x403b26e27638d123f3b76c8db25ce9791d1dcbd7503797507a1c557546c4b07a
,1,https://etherscan.io/tx/0x2e7c7d2e35668059c4b2390e4354bc7937db78a71a39cd307e5dc65da4e7e7a6
,0.3,https://etherscan.io/tx/0xe77d264b89e0e4d4553aefbf5b285c4ad620c25529d6d5e2bab7d75d06921384
,0.7,https://etherscan.io/tx/0xd35ee41af1d65b8a5c7cc6ea748825438941462183a461c0fafae384f6f932b1
,0.1,https://etherscan.io/tx/0xa6e0a667d2921a1967a13d76d173fc2aaac759414078120eee0535325ffc047f
,0.535,https://etherscan.io/tx/0x9fb74454bb7fd8528c395763a86ef909f01adec591899227f4b7cfb021b6addb
,0.1,https://etherscan.io/tx/0x8c3ec20aaf4a54d59f8efc943218b8189bc66fe6e6ad8d07f708dbe96ddd2d46
,0.01,https://etherscan.io/tx/0x7d91a708709d4a229681ae2dd88cb025a26dc6dc4351df00877504696e678a9f
,0.1,https://etherscan.io/tx/0x7c33326564a077ebb83292e835d37fd3cfb86a16a6ab0b68c66519161dd0943c
,0.05,https://etherscan.io/tx/0x70488ed51dd9205972575871a7272c8f142ce82d63e447bdbe023b459c97cf59
,0.001,https://etherscan.io/tx/0x37b7812632272d173a717f5fdca7880b4c7439ad469f7322eddbc9be9b3bd8c8
,0.0979,https://etherscan.io/tx/0xe57a0d92d3ec863a8d94cd7183c1b9fcc236c11f056031a01322baaf9506101c
,0.3,https://etherscan.io/tx/0xd41b93de703c502f4a89d9c2fbb1fe3df0d2ae0a8b76fa001110a6d215938ddf
,0.05,https://etherscan.io/tx/0xd120eb39158e8fb07504e41b6c0de9b24e2bb91d3770025f1649588f276dcd3f
,0.03,https://etherscan.io/tx/0x9538b14a80df6719e2dc983c0d4fe7dd42215a6baa9f53e2c313f13238521268
,0.0023,https://etherscan.io/tx/0x8afd927a84c19414a30cd48a51998882a11aa63fa6db00bbab7778baf40e9231
,0.1,https://etherscan.io/tx/0xb74e42c22351646efca5a0c00205db5f613dd0383d30826471fbf2244c23c450
,0.1,https://etherscan.io/tx/0xb3bc6e571270f3f78fc3a783cc0ac0874650a9c2dbc2e007b0f927e92271c7f5
,0.05,https://etherscan.io/tx/0xa0cc4da6606bbb27ad0f904c88c0ce002c237142207d036743705e5ee6d3c175
,0.1,https://etherscan.io/tx/0x1661896f839188d997521d78c872fe8d756fb67f88aacd12bc1b3040b9721405
,0.1,https://etherscan.io/tx/0xe3426147d752ffdd2fde9f3e0c1a26ed57b40ff523948b25315d11c10df53230
,0.1,https://etherscan.io/tx/0x64fb20e6de941a6f24c3bcfffb998b80f59c47bd91885314549e1a4c63205136
,0.0116,https://etherscan.io/tx/0xb2217eaeaf3df1f42f666b69c729e857874d59f3a6ca7cb0abe8e19ab54fc05a
,0.5,https://etherscan.io/tx/0x5657d2081b0caf476033e5bcef74f270ad7613a1352220d47f3ee8d9f681b3a5
,0.01,https://etherscan.io/tx/0x26ece32067ddfff169856cbcaa8ff5b18f724e1d05196aa11540d9de28fbbfc9
,0.3,https://etherscan.io/tx/0xf23b47440564425faeb47d1929d26bc4544793439fd5c31936d4955b08510a51
,0.02,https://etherscan.io/tx/0xc4d0fb35e712e99fba53e6ee9f2e1e07396a29ee7e0c3101d3668db801c5895e
,0.05,https://etherscan.io/tx/0xa173434730beb6d33ff7ef0f8f3d0d2e753039dc1cdf58883fe55a0a48c1172d
,0.0347,https://etherscan.io/tx/0x4ded213476941dd5955d0d0fe01becccf2b33e549f5cbaadfeb310bcc1a7efdd
,0.05,https://etherscan.io/tx/0x4c5785ac16d93edb49f9d338e332de056079d046b9ac8699657f51e27eba662f
,0.05,https://etherscan.io/tx/0x08c99e62a4e51aea7298867c8e1a581cbe0be0bd4646cfa31d4ee4f8b7f5a416
,0.5,https://etherscan.io/tx/0xe9f573ab996b5f6ac53b8ec87af4ac91b6590d92aad83f5de8950a29291baabb
,0.5,https://etherscan.io/tx/0x833c5c3eacbc88b854578fe6ae22f8181ce1e926540a01b8cbad1e3f479d3c18
,0.1,https://etherscan.io/tx/0x52c15d95efd868dce743355c8a256b1f276f598ea64b8457c496ee79b5ed55b8
,0.04,https://etherscan.io/tx/0x07ce43574184854abd39c525a1abb2b795f149fffe737ff91a48af5865341293
,0.02,https://etherscan.io/tx/0xe2f0c7954b12e986755e72e1319f013ace1287c9ef8f0cba67356184b9cbad9c
,0.03,https://etherscan.io/tx/0xe04fa69c9d1d8a12b986f140ee089e52cfa962c3b8d2c497d7b92fc152374ad3
,0.3290,https://etherscan.io/tx/0xcbc8741a150c6a23c6f8a38fe376dca95b6cee17e284ee7682892f3b1b554c60
,0.2,https://etherscan.io/tx/0xa642918cd9bda51f743b0ea2114fa2a5d2e4ec5ebe3c8ad63c6dbf73fa7c3214
,0.01,https://etherscan.io/tx/0x0be68c041b22cb9ddca9727bbaefa052e51a9e695dbddea5e6c05aa44d1a30a9
,0.5,https://etherscan.io/tx/0xc99e353a40ee2e30bfa505e8611f97bc73b00500dd9b848005da60e6ee5424d5
,0.02,https://etherscan.io/tx/0xc215e60f650c9259ec0207dc6cfe3a1cc2b843df0a6f45947b0bb829f50e340c
,0.025,https://etherscan.io/tx/0x9604e5f803677f22cf8ae0ab5b61a270dae5fd118014515c3d8e892d70a5155c
,0.01,https://etherscan.io/tx/0x821c146eb67cb9bd8a274dde94b4979df7879d9fd5045a9233a7598b548c0328
,0.2,https://etherscan.io/tx/0x5e2ef614c1baeb0ff83e0c88ce04d410c6947f3a97d00378b77b9533f0985b4c
,2,https://etherscan.io/tx/0x5954f3aad3f1c1aa79598e9ffdfe1e170817502741992232efbfb5734b67eae9
,0.1,https://etherscan.io/tx/0x4ce0d548198adb36827f3dc126915e216e9dc12a82a229ccba4f94d4cebf5a4a
,0.5,https://etherscan.io/tx/0x2d706d0afdca507c85c7f6a6c3c4fc03ad71973c76782788786481189cb804dc
,1,https://etherscan.io/tx/0x2525787b257422bb2d89f59f6c29ea3471e85cca91d187f140331805e0a1b234
,0.0349,https://etherscan.io/tx/0x12b427024d4afc22468224f43fa11169d6fbfd1e073c5bc60b2b0b3f62d0a617
,0.1,https://etherscan.io/tx/0xcc4c54daaa2c58fb73a20b0a0bc0df829f58fb8a4fb2a8798e27cd7717b590e1
,0.5,https://etherscan.io/tx/0xc9e02fd337f8172977cd59d026a01d14d6dac6b5c2a95b41c23c713d1129f8ae
,0.25,https://etherscan.io/tx/0xbcae1df76a78ee84c0251176500f13d69dc7ed0009ad28dc70ae0adf868bb420
,0.03,https://etherscan.io/tx/0x970e11176cb028a77d17b03fabfbcbdee1ed275c017e83833f3da13b4c7baf60
,0.05,https://etherscan.io/tx/0x74a436f1d2274a3295c835c8af4fbe0db43589bda2f663aca9159bce2b16c291
,0.02,https://etherscan.io/tx/0x72605098b7c5d33ffb2e6785e2ab8e371a7cb0286fe7126729ecffc94be60030
,1,https://etherscan.io/tx/0x6326bbf7f9a80f009e599d96a285fd890d75a990b095979dbf7039be5fbaa7ba
,0.05,https://etherscan.io/tx/0xe348d175e819898f24b26d0dedf4caac269744995a6c55ef72491a94590a5af1
,1,https://etherscan.io/tx/0x974d3bcce2c4f166b8469ec739cf6367e7699386cb7b46d8ddf8b338bd62e8fe
,0.3,https://etherscan.io/tx/0x8014d7c0b04b2ca296d6e0ff66701095b3dc7093bdcf6d235835e108f534320d
,0.0059,https://etherscan.io/tx/0x16fc1dba56ebb2ffe8b7c7318856629870c9ff0c42c8eeeb118ba56fd9cf82e6
,0.0233,https://etherscan.io/tx/0x6b4d4aa5a61cd37b25fe8cce5ebf957aea2c6f05b4c4cbcc24c00ab702d6cc46
,0.1,https://etherscan.io/tx/0xfdf5eb198616d4a51918f35e32be79e565272b77cbc70e066134beac0a6a4864
,3,https://etherscan.io/tx/0xd1a4c2b219fd91bc8569ec95538afb12a7996d0675b85f4fa9d667dfd5c3c601
,0.015,https://etherscan.io/tx/0xb9ee62bafcc469ba5600e5892e6dd54955f82939ee63f3897fcefa6762678690
,0.2,https://etherscan.io/tx/0xb6c9c7c1b82554d229d663a742d9cea1bf130b63c7040ca38cc3b49cc6f91987
,0.002,https://etherscan.io/tx/0xa953e908012a0a4fe54dc557fd48987c5cc8b03fcce9cebceaa965fe0178c87d
,0.03,https://etherscan.io/tx/0x9e7db22c03572d6f6b60b28f933de5f7280a85662b9628afbe0580a2dd332541
,0.1,https://etherscan.io/tx/0x97eada82f5560d25fc2746ef345103fc55c2aae9d24e77de221c98b4af74bed5
,0.03,https://etherscan.io/tx/0x8e6f256cbd4a6d1f7d34943a6352772347f33a1331738c7a1251eb6fedc37864
,0.11,https://etherscan.io/tx/0x7b5f04933fb1c21749ec81431674ffc58451076f471d954bfe9a13261a0a99cb
,0.1,https://etherscan.io/tx/0x78961998368bc2b7fa857f1f87de505b5311d4bc34ce53dbaed2c6c33c7f38b7
,0.1,https://etherscan.io/tx/0x74cc9f14e683c8fd3cd7b5e4d9ce6c996c39bca538291c9fe1824473a1447369
,0.02,https://etherscan.io/tx/0x6d345b96f77e210f95d504f4e49a301ce3294fefe206e455fce16eea3ca74d6a
,0.25,https://etherscan.io/tx/0x59bcd7a9a30377c130700915765a522bcbb3ceceb5a801d55c014acd843ca709
,0.0069,https://etherscan.io/tx/0x58d71cd4a60ff4fa8bb20e47738cae1eaf4704b63a41525c40b360d35b0b0484
,2,https://etherscan.io/tx/0x5781be4ada25bdef13070596c3b8560a9ae93d5176a9b6950de92026716449b6
,0.2,https://etherscan.io/tx/0x2b419471de770323b685cb03668b8136361166387193a80a6b3d08db16ab3329
,0.08,https://etherscan.io/tx/0x0aca165e2fa3532dc01f8c4e460844927ec9fd3238069de74c41365d303b6a6f
,1,https://etherscan.io/tx/0x03d8af579277510f132c858075644d2deec3e005d33fa2481e4bf9d1a0b9a530
,0.05,https://etherscan.io/tx/0xf6c05894cdbc78dc173dce2d6c7c124d3be25f82ec9c4183709d11ed0bb73065
,0.1,https://etherscan.io/tx/0xb7dcb908a2b3d8a2595086e689a3609f7686f95eaec5797cd500235e33dc2cd9
,0.0023,https://etherscan.io/tx/0xfb595bf30badd28acfb4ac2a37c35b934770b19da4f659c9ea56f519e7ca0480
,0.045,https://etherscan.io/tx/0xf10c8dd2b0f26255e132526db3836ded486dea972f57789dd78e1556624b765d
,0.7,https://etherscan.io/tx/0xca6068ea6ba60903f49c978c723e84948d2847e2f88f9986732ba30998c79dae
,0.9,https://etherscan.io/tx/0xa1035189cfd6d402266239b33d5f902f0eef475e3da2fb81f983ac31a8180520
,1,https://etherscan.io/tx/0x6c793c5be87aa952fbc46964c36f056ed2e1e1a789426b7e3e9a651e96a3d21a
,1,https://etherscan.io/tx/0x68f83edbdcffaff43aa0b835e230b39dc3f773bb46ebf24d8d2e5b8d23c864f9
,0.02,https://etherscan.io/tx/0x5fe67695d051b08a698711a52df64800626b639455e572831b987cf7627f7f5a
,0.3,https://etherscan.io/tx/0x5cc4128995c2f5436c003c7cbb9c574902bffe8d8741224a589bb7a6624d1940
,0.1,https://etherscan.io/tx/0x57e581024b6289e271b96735a6270ef2b93fc61bab5989ad893a220fbb6ebec2
,0.24,https://etherscan.io/tx/0x386d756d34bfc9a421cc849aa4b89a01ba878a20e86697f2bf414eaaf666fbac
,1,https://etherscan.io/tx/0x1abcd9bd3b956e6db151fecff283f227ddbc976207fea709bca64d41766211fc
,0.1,https://etherscan.io/tx/0x006d0bed3c3f609f5b6cbe8ddf71f0dff950789b6ee909019f3813fadccd5526
,0.012,https://etherscan.io/tx/0xd008d18382206e07bd1c71c4e2f11b2d637ba66f58ba3e06d67ef035ec7b53c0
,0.0116,https://etherscan.io/tx/0xc8d6aee540fe07354afabce73114d9b085d4bf4e32f52d82339946ceac9113cd
,0.02,https://etherscan.io/tx/0x547729ac42a872f25d8234f5ada3ed6638fd7db953f3eea6d9af684e3c8b9289
,0.15,https://etherscan.io/tx/0x4b1a7330ac353402dfa68a4d4d1ab482698f92f168f8ad32b3e5b5f552ee4efb
,0.2,https://etherscan.io/tx/0xc1a50b56d18da96662ee7112768511d4d7f2d5150fd00b6311f5423453da997a
,0.15,https://etherscan.io/tx/0x98158fbbfec4395a31ab8bc94401fea9af2f2de75fac6d61d7c9a25f9a90d471
,0.03,https://etherscan.io/tx/0x5ab04da3c2b2dabe2e2732ffb9ab69e1d8584b85be0b5e1a8a7f19bb8ae94190
,0.05,https://etherscan.io/tx/0x3ff0c11a4872012a131db59fa6d2c0288b944123417a0172e49c559336ac3756
,1,https://etherscan.io/tx/0x05d646e607ff3fa599080856fd148c48828565bb9b7e791943dc842560036872
,0.0077,https://etherscan.io/tx/0xfc871e0a7b4142aedf1f915391fb851d5ec6f6c7991c8f6471fac3d269d3e85c
,0.05,https://etherscan.io/tx/0xf90ef69f9c684b9da6e9a5a436bd45e856a5e456db3fdc5f03a380dcf62bcf81
,0.5,https://etherscan.io/tx/0xf7dd0ce273071e109e20e24b8772be9b3fb83c96ca965f4c27c24896877664d4
,0.0349,https://etherscan.io/tx/0xb31a33bf1a9b8584e6c2729d9884577319fca5ec4b401d22dd74c3b220a65590
,0.0069,https://etherscan.io/tx/0xb095a60c48dedb4f2c9b11cda7cd807bb112c4dd64dc31992aa648821ff851be
,0.005,https://etherscan.io/tx/0x95d3b898e8204e6c068f26c435e0a35cc2ff34eb0e7641c1950f6ea811dfbc38
,1,https://etherscan.io/tx/0xf806b4c9360b7720f3f7829c61fc773aa2a6313b26592ff256aeb3fc79cbabd2
,10,https://etherscan.io/tx/0xc8357e302056d7d782c51abdb155800000ddcd09ffccd6c64c76a697ee529003
,0.3,https://etherscan.io/tx/0xde3c8db3cb4350f045f73567567a8a31ff44a3e7f8f39799aaa3b62d265ac09c
,0.1,https://etherscan.io/tx/0xcadc50b514e6d0519009de7ecb4c20a3d4810b56e100fa849f988af7ef8deda6
,3,https://etherscan.io/tx/0x8e2095cd6c3eba2398e0b832cefa4229e9b8ccece8136eafab9448ef5c63d314
,0.01,https://etherscan.io/tx/0x8ab87c67f74f323e91075b36cb2bdd72b2fb1a655037f451be52f06a2765eddf
,0.025,https://etherscan.io/tx/0x74da66651a55af74e2239fb28dfd09746573d4f3eaf563c90b93c2b0b8b78977
,0.05,https://etherscan.io/tx/0x5b13cb2bf6371566054ed526e52b04365378d61eb2d3bdcc03008cd2604d4be7
,0.95,https://etherscan.io/tx/0x57b670c7eb29297c2c944f2f5c05a1474c92aaa9684d05a2dad46df20a927abc
,0.0233,https://etherscan.io/tx/0x2e91f375ebe9c61a36e1eaed7402d7b9895b43f049e0aa191e6a420f94b7fc2f
,0.05,https://etherscan.io/tx/0xf88ba6305fa8518039e962fc44d4b06e38e4d4d24c1ba81f4f145684f4c91936
,0.0000,https://etherscan.io/tx/0xdea0f7208cac884cb218f8022b195bce5956475a718b117eef0bcc25fd78ce1b
,0.1,https://etherscan.io/tx/0xce417412dfda8d93098fee11d43d9a33818a0b632ad717f5db0369ed9b4a63f0
,0.5,https://etherscan.io/tx/0x25f6ef7c790851bad54f28b5ec4e28ec5a9a2c06736b62e537dbd84077262bb1
,0.02,https://etherscan.io/tx/0x10d7f0d22be055bb8239f0156095921747b62ec9e98033f97e2261c698b8be17
,0.5,https://etherscan.io/tx/0xd89c101c79ef7f7b1042483d2d8e0439e0279f56cfc0fd1f9daee616ed47e314
,0.02,https://etherscan.io/tx/0xb2b9015ef7b8a8328f9ab43dd68e75fbb166d29f520cd218a2a110b60502bc20
,0.0000,https://etherscan.io/tx/0xb1ff458e379b9a4e314ff831d9f01f4c0e843c17ec5dadf046663992dbd5d4d6
,0.0265,https://etherscan.io/tx/0xa26d614d95a26afb2ef7782020e02378ab81c18155b009f9e8fd534ee1ecccb3
,0.005,https://etherscan.io/tx/0x9ec054aa75980e9b33f1a2360c89cece19dd29df7b4fc19cb526daba38cf74bb
,0.2,https://etherscan.io/tx/0x9689bff443f00dc08ec215e85a0e7e25cc8ba0ae077e8540fee51bab6b369787
,0.025,https://etherscan.io/tx/0x942d295dceb583eaf07bdfd41a68afada6338e21037ded45da32ebe702314a20
,0.02,https://etherscan.io/tx/0x877787b6d7661deaf6af329a1b53a010877afa564ce9e9e61b03c0eafd8f285c
,0.5,https://etherscan.io/tx/0x80dc0df766fab511b9edcdfa7f793c8ed2c0e9c3e05a5e21eb08662b6ea76d34
,0.0734,https://etherscan.io/tx/0x6c57e9e6c5d1949798e64cec43caa97478e3dc6ee4d96beb06687f857f91ee0e
,0.05,https://etherscan.io/tx/0x4f2273c4cc73f0cd8792bf7075c5b524f568644bcdcf8c893426cb1cdb36cec6
,0.04,https://etherscan.io/tx/0x104b524fc6f30ac868edde868636644e4305e1f9bb6332c2fe9df51290f209de
,0.2,https://etherscan.io/tx/0xe63f3dfef0bbe85b15f3f8e32ae7aaab80aa879efef53ae94a72d118c5a7f7e3
,0.11,https://etherscan.io/tx/0x975c29b4abd8a47417944b601084e76aaadc1ad4e39870831f4cd059150d358a
,0.31,https://etherscan.io/tx/0xc032af81fe604b95306eb71e3c02dbea978ab65c829ae11112eb9378e31c460a
,0.03,https://etherscan.io/tx/0xd1677a152f65d86d3a4bf9e8f73c8d0e2a4b44d69d046297eded8bf9ee906c2b
,0.1787,https://etherscan.io/tx/0x86b7dbb803fc089a6c0a7bbe3c65109c77e1ce66159f10d7fa2f482acfb9856d
,0.11,https://etherscan.io/tx/0x668961ae41ff55affefdbda5f439182ca67660fc179bf9b6c7a71d4906970ed4
,0.2,https://etherscan.io/tx/0x59352f65658cdab641047a986efa576cd4b2344df3a81dded4c5bdb4f147dd4e
,0.05,https://etherscan.io/tx/0x55a85fc7fe58005c5a1ba41d5b6a9b1d8642b51fc81e932ae154c9632894e081
,0.12,https://etherscan.io/tx/0x4455bed4955a3afa85feb78f015d3bb64a34492cac487080242415bd605b6e6f
,0.9,https://etherscan.io/tx/0x352208998c2f47a2316834ba9b966fa073ffb32a8b72588d62df0bfa6d0c25bf
,0.5,https://etherscan.io/tx/0x2841fb655a9a96391cb186b009253e724787de0864dbc2dce6fa4825b08ddb0e
,0.1,https://etherscan.io/tx/0x1d36342ea05924efe26801d68f88dba5ccf563185136b49ad0585adceb5350ee
,0.05,https://etherscan.io/tx/0x012882f6a0fa9a8f949f44b618c75d6f3bcfbd01e45f6df827aec79c59349aac
,0.5,https://etherscan.io/tx/0xe0c976e630af0736e79e0615c616b7479d51f9af5f2295d69bebe76caa7f7100
,0.1,https://etherscan.io/tx/0xc076b9c82edca6129c6e3727a2f39641a6511303f55402b4f8d7fe58e4f43505
,0.01,https://etherscan.io/tx/0xa41fbce8e50752b0491dfed325c81ff2f1479778fe6140acea99fc23d07e41f5
,0.0233,https://etherscan.io/tx/0x9e057d3dcf9e99a09b58a118fef45f4b16619efa6ad59d6ba3b6715b43df1ec7
,1,https://etherscan.io/tx/0x485d10caf7c1b70a5bf99626fda6a8c8877fa310f62e9738b9da948848ec19c3
,0.005,https://etherscan.io/tx/0xdda376b78a133a0f1101ac1befb3e724da0077361b1fae3c1d97603b61c2d106
,0.0349,https://etherscan.io/tx/0xc2dff896be6b268e39b2abee77f1a2da8ec56f8619194d18cba30becaf72a46c
,0.06,https://etherscan.io/tx/0x4df6c530cd41759f58658602cd0923cd0dbda196414fe60e849b60588c900147
,0.1,https://etherscan.io/tx/0x2d0eee37a339f4a59aa9679029ea952cb4ccd7c23a759bd5a766e9fb7d641e26
,2,https://etherscan.io/tx/0xf47e7ea8e418c05ddc60c3d67fac492d3e060cd4a1299e81b2b3a5928dca8e68
,0.1165,https://etherscan.io/tx/0xdea5c2e18b5b35307a75c3bd72553730b0631a070c8d49c9e156218d07743607
,1,https://etherscan.io/tx/0xd24f3b972443dcc5b6cbf2ee4a8778c781e69521c4121d2f6a73507bb89f5c13
,1,https://etherscan.io/tx/0xd196aa56e20273176ce10af12e9455ab24f4437e0aafe3bec43a42a0a6fe9e9d
,0.05,https://etherscan.io/tx/0xa979dda9970b910ca5bee98f991422ccb0cc62afdcc936921e22e7cf637113ad
,0.15,https://etherscan.io/tx/0x41b1763a0a2ecf671c51de55b16ce346e34cb07bca58742bf5bf193c2e434182
,1,https://etherscan.io/tx/0xe0d1fb5d4f8d206b41345fb6a50316cd5bcd2ed3d2dcb3901f6a66f426530f07
,1.15,https://etherscan.io/tx/0x2ec8ba809bb872b72f132ceb1aff63530932a81b6c74b1ac62c5a6f64a23d709
,0.2,https://etherscan.io/tx/0x019926aa2a286ad434027afcfdaa57f8a7919e7140a501cc528d101c676b6d0d
,0.1632,https://etherscan.io/tx/0xfec15f7cd04c2e4f874a76ef352b7cb407884eec73901aabf10fca9694bd852d
,1,https://etherscan.io/tx/0xe3c4c863003dd4dec0820a994e01806fb6fd4065685cd1622e8631a753d46118
,0.5,https://etherscan.io/tx/0xe29deb8fd146b3c0f82515f56487c099eadd0ea3572247bdb85cc2fc5fd91cc8
,0.02,https://etherscan.io/tx/0xc4f01fbfc1f11d5e5b46702a20d8b97b93f1c08bc301c5d091593ef82338594f
,0.05,https://etherscan.io/tx/0x963a5d4772df59927d77d4940f29b880a81cf55b7567c93d4b8a843a8116f5e9
,0.1,https://etherscan.io/tx/0x77a8a9c53a38c2518a88f5050d18eab4fb16aa056fcc3280e7e70efe3ddf8fe4
,0.4,https://etherscan.io/tx/0x4f6bd184d1cf594f8b9fb76c0813c2092c40129ad4f9180dea6b29309aab244a
,0.2,https://etherscan.io/tx/0x36310cf26228bc6217cc7aafb46fd6aacef363e2e8a42e9443ba5c8067edf61a
,0.1,https://etherscan.io/tx/0x09506dc75a7cf0849065a9b87aa50bf2652c9b3903a35934c625fa7cf72f8fd0
,0.25,https://etherscan.io/tx/0xe5d83078fd38a9ede2cda3d076d4d10165485c1c1749cbdd2482b172ca8064ca
,0.2,https://etherscan.io/tx/0xc37cf96c69c5385e8354bb3f4d1276ea6597b18f961accea8c42b1693fb8a787
,0.6,https://etherscan.io/tx/0x3d6bd38edfbf27733cc83ae133ec6b20db23669026027a9583599a2358c74fb7
,0.1,https://etherscan.io/tx/0x1dc52809b925264a54b09b1db4d9754e5b896b32a5b662d87e8e0f728b0a0112
,0.85,https://etherscan.io/tx/0xcdf20edc3d0a407d5909d5050fd153a3a6e2431952340f3d18b00a5cf1563df2
,0.35,https://etherscan.io/tx/0x270ede48de23f57aae5f50a8e74178ba12ce4d2e4c90a0255f933b026ed94c2d
,0.05,https://etherscan.io/tx/0xf9d632500d8db5d4c68cb08992a5fe6ab261e9441b6625faa17913efe87ed649
,0.0233,https://etherscan.io/tx/0xf9995aa94a771825f0ac6ee088fb90a2fba058b70ad6e5f22dc8c49108c28f95
,0.0417,https://etherscan.io/tx/0xa3492f77905baec96a9d865db5a32ecbd6a85a2d331b38eb47f01d4646da228d
,0.01,https://etherscan.io/tx/0x79d3d15872c6c0b308b98b6363f25d1fa3def5aadb31d59c07f7641be19d186b
